ID,Labeled Data,Label,Created By,Project Name,Created At,Seconds to Label,External ID,Agreement,Dataset Name,Reviews
cjl1fmn758ndw0777h4hf75is,"I just wanted to tell you that I really enjoyed that article on Gay Marriage. I appreciate your loving outlook on this matter. Don't ever give up on the gays. This July 20th, I will have been back to the Savior 1 year. I once live in this life with my partner for 8 years, she left and then I had an adulterous relationship with Cris for 1 year. Prior to all that, I lived a life of adulterous affairs from the time I was 15 years old. It was last year July 1st that my ex-husband was killed in a tragic truck accident. My first thought was, ""I'm free, I can get back to God because now I won't have to go back to the ex."" My twin prayed hard for me. She prayed that I would lose my desire for the relationships I was in and God heard her. When I went down to that funeral and saw all them Christian Nation Church people (my old crowd:0) there, my heart melted. Darrell, there was not ONE day that went by in the whole 10 plus years that I was backslid, that the Holy Spirit did not chase me down. The minute I got out of bed in the morning and even when I was asleep and He woke me up, HE WAS THERE! I had panic attacks ALL the time (I was afraid of death and hell) Darkness filled my soul and home. When we got home from that funeral, I told my girls, ""Im getting back to God, I miss him."" It was fear of hell and missing Him that got me. I would sit out on my porch in the middle of the night and cry to Him, ""Please help me get out of this mess."" I was so depressed everyday and everyday I feared death. I stayed drunk to drown out reality and God but He was there:0) He NEVER left me alone! Never give up on them. Yes, they are mean and their thoughts are way off but they are depressed, unhappy, lonely and all that! I have two brothers that are homos too and they are the most miserable boys ever! I had to stand in between one that was gay and one that was straight last week because they were fighting and my heart was so broken for Gene (the gay one) The anger in his eyes was scary but my concern was more for him because I did not want to see him get hit. I love him even though I think he hates Pen and I at times because we are Christians now. God loves us and He wants everyone just to love Him back. He loved me even though I ran from him and spit in His face and said terrible things to Him. His mercy is so amazing to me! Becky (my ex)came to me once and told me she was scared of going to hell and that she was scared if the Lord came back. Now this girl has been gay since she was a little girl she says and she claimed that God is not going to punish her because of who she loves. She is a deep lesbian. I would show her what the Bible said about Homosexuality and she couldn't argue that (they all would laugh at me because I was a les and telling them what the Bible said) But for her to be afraid, I would have never thought that EVER in her. I know God turns them over and im not sure what all that means but I know ones that have been deep into it for years and they give a glimmer of hope in what they say from time to time. I came back. I saw Him with His arms open wide and I came running! Gene called mom crying last week because of what happened and he was saying God's name. He claims to be atheist. There is hope for them, don't give up on them! I thank God over and over that He literally chased me down, day after day after day! Regina and Sheryll Lynn would come to see me and they were so nice. They prayed for me and they were my friend no matter how I was living. Even now, sometimes I think women don't want to be around me because of my past but your mom and sister are constantly hugging me and they don't care or think im dirty. The minute I gave my heart to Jesus July 20th 1014 at that alter at your dad's church, I meant business with God. Cris had to move out of my home (we were not married), I had a wonderful bon fire in 90 degree weather to rid my home of Halloween, witch, magic junk! The wardrobe changed, the cigarettes went in the trash before I even left the house to go to church. The drinking stopped, drugs stopped, cussing stopped and now I am getting ready to cry. I get blessed when I think about what He has done for me!!! I never want to forget what he brought me from! I could be dead and in hell were it not for His mercy!!! I became a new creation because I obeyed and I meant and still mean business! He loved you and me and I just want more than anything to love Him intimately and to love what He loves and that is humans. He created us for his pleasure and that is so beautiful! If they will just get a TASTE of Him, oh boy they would NEVER go back! Get old fashioned holiness. Let Him live in you and walk with Him everyday. WOW, to have that is beyond my thinking. For Him to live inside of me HA!!! Hallelujah! He is so good! Pray for my ex, Becky, my brothers Gene and Tim and there are others that are gay that I know. On my street alone there are 6 and I hear more but not for sure. They are not out with it I suppose. My oldest daughter April is in a homosexual relationship and she knows the holiness way. She is a backslider so pray for her. Her daughter had leukemia and her dad died in that wreck so I don't know what it will take to wake her up but I am praying whatever it takes! Kevin's death is what woke me up and brought me back. I am seeking a great awakening for my America! God bless you and your ministry. You and Liz are so precious to me! Thank you for loving people like me (well the old me:0)",negative,nikbarbagallo@me.com,Sermons_labelling,1534718264000,210.272,http://www.sermoncentral.com/sermons/1-a-call-to-the-church-darrell-stetler-ii-sermon-on-homosexuality-195786.asp,,gay_para_1000_NOSODOM.csv,[]
cjl1fi4xa6wdk0726mz7yvf3k,"I do not mind at all. I am not ashamed at what God has done for me and I know that true Christians love me regardless of what I have done. Sin takes a person farther that what they will ever dream of. I remember my uncle telling me when I was a teenager, ""Jenny, if you don't serve God at a young age, you will never know how far sin will take you."" Of course I knew it all and am like, ""Whatever, I will never do a lot of sin!"" Well look where it took me. Children out of wedlock by two different men, one verbally abused and the other physically abused, affairs that I cannot even count, alcoholism, drug addiction, homosexuality, abortion, lying, cheating, stealing and some sins only God knows about. When you choose not to serve Him the life that you reap BUT he forgave and now I get to live with Him forever and so can they if they will just get to know Him. He is so loving and kind and beautiful. I cant even think of an earthly word that is beautiful enough to describe Him! I hurt Him and he still loved me. Now you see why my heart gets so overwhelmed when I think of Him and I want to help rescue as many as I can for Him because he rescued me. I will pray for your messages and may God help me to do what I can and to live it before them.",negative,nikbarbagallo@me.com,Sermons_labelling,1534718054000,16.81,http://www.sermoncentral.com/sermons/1-a-call-to-the-church-darrell-stetler-ii-sermon-on-homosexuality-195786.asp,,gay_para_1000_NOSODOM.csv,[]
cjl1fhrsi6wct07261erhnqnf,4. Homosexual behavior is still a _______________.,neutral,nikbarbagallo@me.com,Sermons_labelling,1534718037000,2.998,http://www.sermoncentral.com/sermons/1-a-call-to-the-church-darrell-stetler-ii-sermon-on-homosexuality-195786.asp,,gay_para_1000_NOSODOM.csv,[]
cjl1fhpmv8n2k0777calq29vy,Homosexual temptation is not a sin. Homosexual tendency is not a sin.,positive,nikbarbagallo@me.com,Sermons_labelling,1534718034000,7.383,http://www.sermoncentral.com/sermons/1-a-call-to-the-church-darrell-stetler-ii-sermon-on-homosexuality-195786.asp,,gay_para_1000_NOSODOM.csv,[]
cjl1fhjvt6wbw0726jjqwcfab,Homosexual behavior is a sin.,negative,nikbarbagallo@me.com,Sermons_labelling,1534718026000,1.918,http://www.sermoncentral.com/sermons/1-a-call-to-the-church-darrell-stetler-ii-sermon-on-homosexuality-195786.asp,,gay_para_1000_NOSODOM.csv,[]
cjl1fhin66wbe0726nd6xbsbm,"A Senator announces he is homosexual, and when he returns to his home state they have a party for him --- a heart problem.",neutral,nikbarbagallo@me.com,Sermons_labelling,1534718025000,15.864,http://www.sermoncentral.com/sermons/1problem-of-the-heart-is-the-heart-of-the-problem-wade-m-hughes-sr-sermon-on-discipleship-47663.asp,,gay_para_1000_NOSODOM.csv,[]
cjl1fh6h26wam07268cugq8z5,1 Corinthians 6:9 9 Or do you not know that wrongdoers will not inherit the kingdom of God? Do not be deceived: Neither the sexually immoral nor idolaters nor adulterers nor men who have sex with men read more » . Do you not know that the wicked will not inherit the kingdom of God? Do not be deceived: Neither the sexually immoral nor idolaters nor adulterers nor male prostitutes nor homosexual offenders,negative,nikbarbagallo@me.com,Sermons_labelling,1534718009000,2.943,http://www.sermoncentral.com/sermons/2--pray-in-faith-darrell-stetler-ii-sermon-on-prayer-196252.asp,,gay_para_1000_NOSODOM.csv,[]
cjl1fh3w06w9w0726gzbuec9f,"I once wondered if sin could become any blacker. I once doubted if homosexuality would become an accepted way of life in America, but it has. I would have never thought that America would kill its unborn, but they do. I would never have expected that America would put up with a President who lied to them to hide his terrible sex acts in the office and deceived the public, but they did.",negative,nikbarbagallo@me.com,Sermons_labelling,1534718006000,13.787,http://www.sermoncentral.com/sermons/23-things-i-expect-in-this-century-jerry-falwell-sermon-on-gods-sovereign-will-46668.asp,,gay_para_1000_NOSODOM.csv,[]
cjl1fgtcs6w990726g9osy0bl,"But the rules governing sexual conduct are also there for our physical good, the physical consequences of promiscuity cannot be ignored, whether it unwanted pregnancies or sexual transmitted disease there are a many things that could be eliminated by following the rules. I know and you know that AIDS is not simply a homosexuals disease but we also know that it was spread primarily because people would not listen to the rules, rules that said homosexuality is wrong, rules that said sex outside of marriage is wrong.",negative,nikbarbagallo@me.com,Sermons_labelling,1534717992000,520.048,http://www.sermoncentral.com/sermons/246-the-why-of-rules-denn-guptill-sermon-on-sermon-on-the-mount-109633.asp,,gay_para_1000_NOSODOM.csv,[]
cjl1f5nw08mjl0777t6puyci9,1. 1 Cor. 6:9-10 - Do you not know that the wicked will not inherit the kingdom of God? Do not be deceived: Neither the sexually immoral nor idolaters nor adulterers nor male prostitutes nor homosexual offenders [10] nor thieves nor the greedy nor drunkards nor slanderers nor swindlers will inherit the kingdom of God.,negative,nikbarbagallo@me.com,Sermons_labelling,1534717472000,2.073,http://www.sermoncentral.com/sermons/303--saved-from-what-joel-vicente-sermon-on-christian-liberty-76529.asp,,gay_para_1000_NOSODOM.csv,[]
cjl1f5mdf8miy077784n2bdbp,"To illustrate just how marriage is defined by our culture, when I Googled marriage in Canada, I was immediately bombarded by sites dealing with gay marriage.",neutral,nikbarbagallo@me.com,Sermons_labelling,1534717470000,8.548,http://www.sermoncentral.com/sermons/4-essential-building-blocks-for-marriage-ralph-juthman-sermon-on-marriage-general-176011.asp,,gay_para_1000_NOSODOM.csv,[]
cjl1f5fs38mhf0777anrsph2j,"Pot is where you grow herbs, a mouse is a pesky rodent, coke is a soft drink, and gay means you are happy. Abortion, incest, homosexuality, and condoms are words you would never hear in public let alone the pulpit.",negative,nikbarbagallo@me.com,Sermons_labelling,1534717461000,2.611,http://www.sermoncentral.com/sermons/4-essential-building-blocks-for-marriage-ralph-juthman-sermon-on-marriage-general-176011.asp,,gay_para_1000_NOSODOM.csv,[]
cjl1f5dvh6vqn0726fo8f5otx,"The speed at which many of these changes have occurred leave many of us breathless. Is there any hope for marriage and the family? Should we as a church just cave into the realities of life around us? What does the bible have to say about these changes and hope for the family? Why get married at all, why not just live together? How can I know God’s will in marriage? What about Gay marriage?",neutral,nikbarbagallo@me.com,Sermons_labelling,1534717459000,11.723,http://www.sermoncentral.com/sermons/4-essential-building-blocks-for-marriage-ralph-juthman-sermon-on-marriage-general-176011.asp,,gay_para_1000_NOSODOM.csv,[]
cjl1f54tk8mg30777lb5rlfs9,"4But before they lay down, the men of the city, even the men of Sodom, compassed the house round, both old and young, all the people from every quarter: -- (Notice the perverts had the home of Lots completely surrounded, homosexuals of all ages, from all the area)-",negative,nikbarbagallo@me.com,Sermons_labelling,1534717447000,8.195,http://www.sermoncentral.com/sermons/8-angels-pt4-----bible-doctrine----william-d-brown-sermon-on-angels-169404.asp,,gay_para_1000_NOSODOM.csv,[]
cjl1f4yej8mf807771rh8nvms,"&gt;&gt; The name that has been put on this sin from that day to this is sodomy. - People can call them ""gays"" or an alternate life style, if they like but the end result is total destruction.",negative,nikbarbagallo@me.com,Sermons_labelling,1534717439000,8.214,http://www.sermoncentral.com/sermons/8-angels-pt4-----bible-doctrine----william-d-brown-sermon-on-angels-169404.asp,,gay_para_1000_NOSODOM.csv,[]
cjl1f4s2c6vpf0726jjmet50m,Obama has declared the month of June to be the month to recognize the homosexuals; he goes to their conventions and makes speeches.-,neutral,nikbarbagallo@me.com,Sermons_labelling,1534717430000,6.619,http://www.sermoncentral.com/sermons/8-angels-pt4-----bible-doctrine----william-d-brown-sermon-on-angels-169404.asp,,gay_para_1000_NOSODOM.csv,[]
cjl1f4n4k6voz07261szc9fjt,"9Don’t you know that those who do wrong will have no share in the Kingdom of God? Don’t fool yourselves. Those who indulge in sexual sin, who are idol worshipers, adulterers, male prostitutes, homosexuals, 10thieves, greedy people, drunkards, abusers, and swindlers--none of these will have a share in the Kingdom of God. 11There was a time when some of you were just like that, but now your sins have been washed away, and you have been set apart for God. You have been made right with God because of what the Lord Jesus Christ and the Spirit of our God have done for you.",negative,nikbarbagallo@me.com,Sermons_labelling,1534717424000,6.475,http://www.sermoncentral.com/sermons/8-honoring-god-with-your-body-don-jaques-sermon-on-temptation-sex-89679.asp,,gay_para_1000_NOSODOM.csv,[]
cjl1f4hzb8mdc0777qkiqtttf,"D. For instance, society deemed homosexuality for a long time as sinful and abnormal.",neutral,nikbarbagallo@me.com,Sermons_labelling,1534717417000,32.725,http://www.sermoncentral.com/sermons/8220a-necessary-ingredient8221-george-yates-sermon-on-repentance-166016.asp,,gay_para_1000_NOSODOM.csv,[]
cjl1f3snq8mbb0777tocpdqdi,1. In the late 1970's a pro-homosexual group called “Act-Up” had massive demonstrations outside the American Psychological Associations Convention.,neutral,nikbarbagallo@me.com,Sermons_labelling,1534717385000,4.043,http://www.sermoncentral.com/sermons/8220a-necessary-ingredient8221-george-yates-sermon-on-repentance-166016.asp,,gay_para_1000_NOSODOM.csv,[]
cjl1f3plm8mab0777h9ga02dv,a. They disrupted the proceeding on several occasions. Why? Because the American Psychological Association had defined homosexual behavior as abnormal.,neutral,nikbarbagallo@me.com,Sermons_labelling,1534717381000,6.882,http://www.sermoncentral.com/sermons/8220a-necessary-ingredient8221-george-yates-sermon-on-repentance-166016.asp,,gay_para_1000_NOSODOM.csv,[]
cjl1f3k7c6vng0726px1clacj,b. Following those upsetting pickets the American Psychological Association set up a committee to determine whether they should call homosexual behavior deviant.,neutral,nikbarbagallo@me.com,Sermons_labelling,1534717374000,6.83,http://www.sermoncentral.com/sermons/8220a-necessary-ingredient8221-george-yates-sermon-on-repentance-166016.asp,,gay_para_1000_NOSODOM.csv,[]
cjl1f3ezx8m9807778tthu3rm,c. In order to appease “Act-Up” the President of the Association appointed homosexuals to the committee.,neutral,nikbarbagallo@me.com,Sermons_labelling,1534717367000,3.744,http://www.sermoncentral.com/sermons/8220a-necessary-ingredient8221-george-yates-sermon-on-repentance-166016.asp,,gay_para_1000_NOSODOM.csv,[]
cjl1f3c5c8m8j0777ejy9k36b,"2. Without any further empirical research, the committee recommended at the next year’s convention that homosexuality be removed from their list of aberrant behaviors.",neutral,nikbarbagallo@me.com,Sermons_labelling,1534717363000,131.877,http://www.sermoncentral.com/sermons/8220a-necessary-ingredient8221-george-yates-sermon-on-repentance-166016.asp,,gay_para_1000_NOSODOM.csv,[]
cjl1f0iau8m1j07775gr171x8,b. But today it is assumed by the media and the public that homosexuality is normal because the American Psychological Association says so.,neutral,nikbarbagallo@me.com,Sermons_labelling,1534717231000,22.167,http://www.sermoncentral.com/sermons/8220a-necessary-ingredient8221-george-yates-sermon-on-repentance-166016.asp,,gay_para_1000_NOSODOM.csv,[]
cjl1f01ac6vii0726czdt5qre,"3. Thousands of years of societal norms, research studies that show the destructive nature of homosexual behavior on individuals, families, children, and society, and the Biblical instruction were simply ignore because of the vote of a simple majority.",negative,nikbarbagallo@me.com,Sermons_labelling,1534717209000,32.674,http://www.sermoncentral.com/sermons/8220a-necessary-ingredient8221-george-yates-sermon-on-repentance-166016.asp,,gay_para_1000_NOSODOM.csv,[]
cjl1ezc3a8lxx0777dmll98o7,"aa Do not think for a minute that all the concessions made by churches/Christians/Christ-centric government will satisfy the Atheists, homosexual agenda, pro-abortion people.",negative,nikbarbagallo@me.com,Sermons_labelling,1534717176000,32.782,http://www.sermoncentral.com/sermons/8220change-has-come-to-america----god-help-us8221-mike-fogerson-sermon-on-america-193765.asp,,gay_para_1000_NOSODOM.csv,[]
cjl1eymup6vg50726vn678vwl,"a IL. September 2011, a Fort Worth high schooler was sent to the office/one-day suspension for telling another classmate that he believed homosexuality was wrong. (Called a bigot, guilty of hate speech).",neutral,nikbarbagallo@me.com,Sermons_labelling,1534717144000,7.709,http://www.sermoncentral.com/sermons/8220change-has-come-to-america----god-help-us8221-mike-fogerson-sermon-on-america-193765.asp,,gay_para_1000_NOSODOM.csv,[]
cjl1eygwu8lvb0777rkifkdc7,1. I want to talk about the subject of “Judging” this morning. The issue of Gay Marriage has become a focal point of controversy in America and Christians have attempted to join the national conversation by expressing their beliefs.,neutral,nikbarbagallo@me.com,Sermons_labelling,1534717136000,16.349,http://www.sermoncentral.com/sermons/8220don8217t-judge8221-satans-tool-to-shut-you-up-john-gaston-sermon-on-judging-others-189593.asp,,gay_para_1000_NOSODOM.csv,[]
cjl1ey4688ltn0777s21j3a4a,I. OUR CULTURE’S PERCEPTION OF GAY MARRIAGE,neutral,nikbarbagallo@me.com,Sermons_labelling,1534717119000,23.159,http://www.sermoncentral.com/sermons/8220don8217t-judge8221-satans-tool-to-shut-you-up-john-gaston-sermon-on-judging-others-189593.asp,,gay_para_1000_NOSODOM.csv,[]
cjl1exmeo8lsd0777k56mvqgl,"Everybody from Hollywood to Washington D.C. have expressed their support for gay marriage. The Supreme Court’s sidestepped it, the President’s endorsed it, and state laws are thrown out every week. 61% of Republicans under age 30 favor it. Even people with Christian backgrounds bristle at any opposing comment. Case in point:",neutral,nikbarbagallo@me.com,Sermons_labelling,1534717096000,20.787,http://www.sermoncentral.com/sermons/8220don8217t-judge8221-satans-tool-to-shut-you-up-john-gaston-sermon-on-judging-others-189593.asp,,gay_para_1000_NOSODOM.csv,[]
cjl1ex6dq8lr307771wy2l3uo,"1. Dan Haseltine, lead singer for Jars of Clay, said in a Tweet, ""I don't particularly care about Scripture’s stance on what is 'wrong.' I care more about how it says we should treat people."" he said. “[Resistance to gays marrying] feels akin to women's suffrage. I don't think scripture ""clearly"" states much of anything regarding morality.”",neutral,nikbarbagallo@me.com,Sermons_labelling,1534717076000,71.87,http://www.sermoncentral.com/sermons/8220don8217t-judge8221-satans-tool-to-shut-you-up-john-gaston-sermon-on-judging-others-189593.asp,,gay_para_1000_NOSODOM.csv,[]
cjl1evmu98lnk0777ocvrjoha,3. The Bible does speak to the issue of Homosexuality:,neutral,nikbarbagallo@me.com,Sermons_labelling,1534717004000,4.122,http://www.sermoncentral.com/sermons/8220don8217t-judge8221-satans-tool-to-shut-you-up-john-gaston-sermon-on-judging-others-189593.asp,,gay_para_1000_NOSODOM.csv,[]
cjl1evjjt8lmt0777az73xlow,"b. Paul In 1 Cor. 6:9 says, “Do not be deceived: Neither the sexually immoral nor idolaters nor adulterers nor male prostitutes nor homosexual offenders nor thieves nor the greedy nor drunkards nor slanderers nor swindlers will inherit the kingdom of God.” The Greek word used here, “arsenokoitai,” has no other meaning than “homosexual.” So Homosexuality is specified as a sexual behavior that will exclude one from heaven. Used again in 1 Tim. 1:9-10.",negative,nikbarbagallo@me.com,Sermons_labelling,1534716999000,1.932,http://www.sermoncentral.com/sermons/8220don8217t-judge8221-satans-tool-to-shut-you-up-john-gaston-sermon-on-judging-others-189593.asp,,gay_para_1000_NOSODOM.csv,[]
cjl1evi4i8lm90777vfl622ny,"3. Some say, “But I was born Gay.” There’s NO evidence that people are genetically born gay.",neutral,nikbarbagallo@me.com,Sermons_labelling,1534716998000,5.993,http://www.sermoncentral.com/sermons/8220don8217t-judge8221-satans-tool-to-shut-you-up-john-gaston-sermon-on-judging-others-189593.asp,,gay_para_1000_NOSODOM.csv,[]
cjl1evdjs6vbv0726b5nklxgi,"4. American Society of Human Genetics, meeting in San Francisco Nov. 6-10, 2012, confirmed that there were no loci associated with sexual orientation, including Xq28 on the X chromosome. “People Are Not Born Gay,” confirmed the Royal College of Psychiatrists (May 27, 2014) in England, a reversal of its previous stance.",neutral,nikbarbagallo@me.com,Sermons_labelling,1534716992000,52.977,http://www.sermoncentral.com/sermons/8220don8217t-judge8221-satans-tool-to-shut-you-up-john-gaston-sermon-on-judging-others-189593.asp,,gay_para_1000_NOSODOM.csv,[]
cjl1eu8p86v9u0726kbqj7ysy,"7. Likewise, a person with homosexual tendencies should put that lifestyle off and let Christ give them a new life.",neutral,nikbarbagallo@me.com,Sermons_labelling,1534716939000,12.47,http://www.sermoncentral.com/sermons/8220don8217t-judge8221-satans-tool-to-shut-you-up-john-gaston-sermon-on-judging-others-189593.asp,,gay_para_1000_NOSODOM.csv,[]
cjl1etz088lgq0777wqdhcf8j,"1. Dolly Parton, who has 7 Grammys, said on October 24, 2014: “But as far as the Christians, if people want to pass judgment [on gays], they're already sinning. The sin of judging is just as bad as any other sin they might say somebody else is committing.”",negative,nikbarbagallo@me.com,Sermons_labelling,1534716926000,24.665,http://www.sermoncentral.com/sermons/8220don8217t-judge8221-satans-tool-to-shut-you-up-john-gaston-sermon-on-judging-others-189593.asp,,gay_para_1000_NOSODOM.csv,[]
cjl1etfyj8len0777wngoxgz7,3. We can't introduce Gay people to Jesus Christ if we're calling them names and driving them away. They must be welcomed into our churches and made to feel accepted and appreciated.,positive,nikbarbagallo@me.com,Sermons_labelling,1534716902000,17.831,http://www.sermoncentral.com/sermons/8220don8217t-judge8221-satans-tool-to-shut-you-up-john-gaston-sermon-on-judging-others-189593.asp,,gay_para_1000_NOSODOM.csv,[]
cjl1et2c98lcl07777zmyjiy2,"4. At the same time, we must oppose their agenda, which is harmful to society, to families, and ultimately to homosexuals themselves.",negative,nikbarbagallo@me.com,Sermons_labelling,1534716884000,9.559,http://www.sermoncentral.com/sermons/8220don8217t-judge8221-satans-tool-to-shut-you-up-john-gaston-sermon-on-judging-others-189593.asp,,gay_para_1000_NOSODOM.csv,[]
cjl1esuxo8lbr07775yzduz5s,"John 7:24 24 Stop judging by mere appearances, but instead judge correctly.” Division Over Who Jesus Is 24 I told you that you would die in your sins; if you do not believe that I am he, you will indeed die in your sins.” read more » . says, ""Do not judge according to appearance, but judge with righteous judgment."" The Pope said this past week that it's not his job to judge homosexual priests. Well, I say somebody better! If he doesn't do it then it will become so commonplace that you won't be able to tell the church from the world. We have to be able to stand up at the right time and place and lovingly and with broken hearts and without pride, call sin ""sin"". And that's not always easy.",negative,nikbarbagallo@me.com,Sermons_labelling,1534716874000,23.556,http://www.sermoncentral.com/sermons/8220the-wisdom-of-the-world8221-todd-blair-sermon-on-salvation-177978.asp,,gay_para_1000_NOSODOM.csv,[]
cjl1escv28la60777r8lwcrow,"homosexuality, same sex marriage and the overall bias liberal agenda. These are",negative,nikbarbagallo@me.com,Sermons_labelling,1534716851000,21.468,http://www.sermoncentral.com/sermons/a-battle-worth-waging-jeff-putman-sermon-on-holiness-76573.asp,,gay_para_1000_NOSODOM.csv,[]
cjl1erw0z8l8i0777c622ucgt,Homosexuality is therefore acceptable.,neutral,nikbarbagallo@me.com,Sermons_labelling,1534716829000,2.328,http://www.sermoncentral.com/sermons/a-biblical-guide-to-voting-greg-addison-sermon-on-abortion-128028.asp,,gay_para_1000_NOSODOM.csv,[]
cjl1eruf18l7w0777yipqm331,"This political philosophy goes by many names, but is clearly evident in how liberals approach most issues. All liberal politicians validate most or all of these positions, thus proving it is a clearly defined philosophy and worldview. They are in absolute agreement on certain values which to them form core of beliefs: no absolute truth, abortion, homosexual rights. It is interesting that to a person they also believe in restricting the rights of Christians to speak while claiming the 1st amendment is so broad in its protection of free speech that pornography, which is killing our society, cannot be restricted while Christians cannot pray in public. Again, even a cursory review of their positions – positions they hold universally- reveal they have a consistent and clear worldview in opposition to scripture. Consider that liberals believe in lockstep in the following tenets: allowing homosexuals to marry; the destruction of over 1 million innocent babies each year; no restrictions of pornography or smut, but restriction of religious speech regarding Jesus; liberal and activist court judges because such a judicial philosophy is necessary to undo the principles of our heritage and create an aggressive culture of social engineering; and regressive taxes such as lotteries. Liberals universally agree on these issues. It is a specific worldview and is decidedly anti-biblical.",negative,nikbarbagallo@me.com,Sermons_labelling,1534716827000,43.845,http://www.sermoncentral.com/sermons/a-biblical-guide-to-voting-greg-addison-sermon-on-abortion-128028.asp,,gay_para_1000_NOSODOM.csv,[]
